work_year,experience_level,employment_type,salary,remote_ratio,company_size,condensedsalary,safeZoneLow,safeZoneUp,safeZone
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,4,3,175000,0,3,0.875,0.5,1.0,0.5
2023,4,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,1,3,149500,100,3,0.23750000000000004,0.0,0.5,0.5
2023,1,3,127075,100,3,-0.323125,-0.5,0.0,0.5
2023,1,3,146115,100,3,0.1528750000000001,0.0,0.5,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,1,3,162000,0,3,0.55,0.5,1.0,0.5
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,4,3,153000,100,3,0.32499999999999996,0.0,0.5,0.5
2023,1,3,128000,0,3,-0.30000000000000004,-0.5,0.0,0.5
2023,1,3,136000,0,3,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,179000,0,3,0.9750000000000001,0.5,1.0,0.5
2023,1,3,109000,0,3,-0.775,-1.0,-0.5,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,142000,100,3,0.050000000000000044,0.0,0.5,0.5
2023,1,3,105200,0,3,-0.87,-1.0,-0.5,0.5
2023,1,3,125000,100,3,-0.375,-0.5,0.0,0.5
2023,1,3,112000,100,3,-0.7,-1.0,-0.5,0.5
2023,1,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,115000,100,3,-0.625,-1.0,-0.5,0.5
2023,1,3,165000,0,3,0.625,0.5,1.0,0.5
2023,1,3,139000,0,3,-0.025000000000000022,-0.5,0.0,0.5
2023,1,3,106000,0,3,-0.85,-1.0,-0.5,0.5
2023,2,3,150450,100,3,0.26125,0.0,0.5,0.5
2023,1,3,159500,0,3,0.48750000000000004,0.0,0.5,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,115000,0,3,-0.625,-1.0,-0.5,0.5
2023,3,3,130001,100,3,-0.24997499999999995,-0.5,0.0,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,135000,100,3,-0.125,-0.5,0.0,0.5
2023,1,3,147000,0,3,0.17500000000000004,0.0,0.5,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,133200,100,3,-0.17000000000000004,-0.5,0.0,0.5
2023,3,3,130760,0,1,-0.23099999999999998,-0.5,0.0,0.5
2023,1,3,147000,0,3,0.17500000000000004,0.0,0.5,0.5
2023,1,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,1,3,156000,100,3,0.3999999999999999,0.0,0.5,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,2,3,161200,0,3,0.53,0.5,1.0,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,106000,0,3,-0.85,-1.0,-0.5,0.5
2023,1,3,157750,100,3,0.4437500000000001,0.0,0.5,0.5
2023,1,3,104650,100,3,-0.88375,-1.0,-0.5,0.5
2023,2,3,180000,100,3,1.0,0.5,1.0,0.5
2023,4,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,105000,100,3,-0.875,-1.0,-0.5,0.5
2023,1,3,179820,0,3,0.9955,0.5,1.0,0.5
2023,1,3,143860,0,3,0.09650000000000003,0.0,0.5,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,1,3,105500,0,3,-0.8625,-1.0,-0.5,0.5
2023,3,3,155000,0,3,0.375,0.0,0.5,0.5
2023,3,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,154000,0,3,0.3500000000000001,0.0,0.5,0.5
2023,4,3,180000,0,3,1.0,0.5,1.0,0.5
2023,4,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,134236,0,3,-0.1441,-0.5,0.0,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,3,3,155000,0,3,0.375,0.0,0.5,0.5
2023,3,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,170550,100,3,0.7637499999999999,0.5,1.0,0.5
2023,1,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,2,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,1,3,171250,0,3,0.78125,0.5,1.0,0.5
2023,1,3,113750,0,3,-0.65625,-1.0,-0.5,0.5
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,100500,0,3,-0.9875,-1.0,-0.5,0.5
2023,1,3,115000,100,3,-0.625,-1.0,-0.5,0.5
2023,2,3,121500,0,3,-0.4625,-0.5,0.0,0.5
2023,1,3,114500,0,3,-0.6375,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,2,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,2,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,2,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,1,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,178600,0,3,0.9650000000000001,0.5,1.0,0.5
2023,2,3,151800,100,3,0.29499999999999993,0.0,0.5,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,1,3,170730,0,3,0.7682500000000001,0.5,1.0,0.5
2023,1,3,128000,0,3,-0.30000000000000004,-0.5,0.0,0.5
2023,1,3,108000,0,3,-0.8,-1.0,-0.5,0.5
2023,2,3,134000,100,3,-0.15000000000000002,-0.5,0.0,0.5
2023,2,3,124000,100,3,-0.4,-0.5,0.0,0.5
2023,1,3,171250,0,3,0.78125,0.5,1.0,0.5
2023,1,3,113750,0,3,-0.65625,-1.0,-0.5,0.5
2023,1,3,165000,0,3,0.625,0.5,1.0,0.5
2023,1,3,132300,0,3,-0.1925,-0.5,0.0,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,124500,0,3,-0.38749999999999996,-0.5,0.0,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,148700,0,3,0.21750000000000003,0.0,0.5,0.5
2023,1,3,125600,0,3,-0.36,-0.5,0.0,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,115000,0,3,-0.625,-1.0,-0.5,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,120250,100,3,-0.49375,-0.5,0.0,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,1,3,125000,100,3,-0.375,-0.5,0.0,0.5
2023,2,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,2,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,2,3,135000,50,1,-0.125,-0.5,0.0,0.5
2023,1,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,165000,100,3,0.625,0.5,1.0,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,143865,0,3,0.09662499999999996,0.0,0.5,0.5
2023,2,3,115092,0,3,-0.6227,-1.0,-0.5,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,173000,100,3,0.825,0.5,1.0,0.5
2023,1,3,132000,100,3,-0.19999999999999996,-0.5,0.0,0.5
2023,1,3,128500,0,3,-0.2875,-0.5,0.0,0.5
2023,1,3,179820,0,3,0.9955,0.5,1.0,0.5
2023,1,3,143860,0,3,0.09650000000000003,0.0,0.5,0.5
2023,1,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,1,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,2,3,149600,0,3,0.24,0.0,0.5,0.5
2023,2,3,102000,0,3,-0.95,-1.0,-0.5,0.5
2023,4,3,145000,0,3,0.125,0.0,0.5,0.5
2023,4,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,2,3,128000,0,3,-0.30000000000000004,-0.5,0.0,0.5
2023,2,3,151000,0,3,0.2749999999999999,0.0,0.5,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,1,3,105500,0,3,-0.8625,-1.0,-0.5,0.5
2023,1,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,2,3,154000,0,3,0.3500000000000001,0.0,0.5,0.5
2023,2,3,143000,0,3,0.07499999999999996,0.0,0.5,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,111000,0,3,-0.725,-1.0,-0.5,0.5
2023,3,3,112000,50,1,-0.7,-1.0,-0.5,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2022,1,3,164000,100,1,0.6000000000000001,0.5,1.0,0.5
2023,1,3,134024,0,3,-0.14939999999999998,-0.5,0.0,0.5
2023,1,3,165000,100,3,0.625,0.5,1.0,0.5
2023,1,3,172000,0,3,0.8,0.5,1.0,0.5
2023,1,3,115000,0,3,-0.625,-1.0,-0.5,0.5
2023,3,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,2,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,105700,0,1,-0.8575,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,159832,0,3,0.4958,0.0,0.5,0.5
2023,1,3,102500,100,3,-0.9375,-1.0,-0.5,0.5
2023,1,3,165000,0,3,0.625,0.5,1.0,0.5
2023,1,3,132300,0,3,-0.1925,-0.5,0.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,149040,100,3,0.22599999999999998,0.0,0.5,0.5
2023,1,3,113900,100,3,-0.6525000000000001,-1.0,-0.5,0.5
2023,1,3,153600,100,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,100,3,-0.83,-1.0,-0.5,0.5
2023,1,3,172600,100,3,0.815,0.5,1.0,0.5
2023,1,3,107900,100,3,-0.8025,-1.0,-0.5,0.5
2023,1,3,106020,0,3,-0.8495,-1.0,-0.5,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,100500,0,3,-0.9875,-1.0,-0.5,0.5
2023,1,3,121600,100,3,-0.45999999999999996,-0.5,0.0,0.5
2023,4,3,115500,0,3,-0.6125,-1.0,-0.5,0.5
2023,1,3,170000,100,1,0.75,0.5,1.0,0.5
2023,1,3,115934,100,3,-0.60165,-1.0,-0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,138000,100,3,-0.050000000000000044,-0.5,0.0,0.5
2023,1,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,1,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,2,3,112000,0,3,-0.7,-1.0,-0.5,0.5
2023,2,3,162500,0,3,0.5625,0.5,1.0,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,2,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,147100,0,3,0.1775,0.0,0.5,0.5
2023,3,3,115100,0,3,-0.6225,-1.0,-0.5,0.5
2023,1,3,168400,0,3,0.71,0.5,1.0,0.5
2023,1,3,105200,0,3,-0.87,-1.0,-0.5,0.5
2023,2,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,136000,0,1,-0.09999999999999998,-0.5,0.0,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,4,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,120250,100,3,-0.49375,-0.5,0.0,0.5
2023,2,3,130000,100,1,-0.25,-0.5,0.0,0.5
2023,1,3,141288,0,3,0.032200000000000006,0.0,0.5,0.5
2023,1,3,143000,100,3,0.07499999999999996,0.0,0.5,0.5
2023,2,3,147000,0,3,0.17500000000000004,0.0,0.5,0.5
2023,1,3,149040,100,3,0.22599999999999998,0.0,0.5,0.5
2023,1,3,113900,100,3,-0.6525000000000001,-1.0,-0.5,0.5
2023,2,3,100000,100,1,-1.0,-1.0,-0.5,0.5
2023,1,3,106020,0,3,-0.8495,-1.0,-0.5,0.5
2023,2,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,4,3,116704,100,3,-0.5824,-1.0,-0.5,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,2,3,165000,0,3,0.625,0.5,1.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,169000,0,3,0.7250000000000001,0.5,1.0,0.5
2023,1,3,110600,0,3,-0.735,-1.0,-0.5,0.5
2023,1,3,136850,100,3,-0.07874999999999999,-0.5,0.0,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,178500,100,3,0.9624999999999999,0.5,1.0,0.5
2023,1,3,161000,0,3,0.5249999999999999,0.5,1.0,0.5
2023,1,3,112700,0,3,-0.6825,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2022,1,3,130000,100,1,-0.25,-0.5,0.0,0.5
2021,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,159832,0,3,0.4958,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,2,3,128750,0,3,-0.28125,-0.5,0.0,0.5
2023,2,3,106250,0,3,-0.84375,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,2,3,155000,0,3,0.375,0.0,0.5,0.5
2023,4,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,4,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,1,3,117000,100,3,-0.575,-1.0,-0.5,0.5
2023,1,3,138000,100,3,-0.050000000000000044,-0.5,0.0,0.5
2023,2,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,2,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,115000,0,1,-0.625,-1.0,-0.5,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,2,3,104500,0,3,-0.8875,-1.0,-0.5,0.5
2023,1,3,153600,100,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,100,3,-0.83,-1.0,-0.5,0.5
2023,3,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,2,3,125000,100,3,-0.375,-0.5,0.0,0.5
2023,1,3,127000,100,3,-0.32499999999999996,-0.5,0.0,0.5
2023,1,3,153300,0,3,0.3325,0.0,0.5,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,161500,100,3,0.5375000000000001,0.5,1.0,0.5
2023,1,3,119500,100,3,-0.5125,-1.0,-0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,148750,0,3,0.21875,0.0,0.5,0.5
2023,1,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,1,3,146300,0,3,0.15749999999999997,0.0,0.5,0.5
2023,1,3,153400,0,3,0.33499999999999996,0.0,0.5,0.5
2023,1,3,122700,0,3,-0.4325,-0.5,0.0,0.5
2023,2,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,123900,100,3,-0.40249999999999997,-0.5,0.0,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,153400,0,3,0.33499999999999996,0.0,0.5,0.5
2023,1,3,122700,0,3,-0.4325,-0.5,0.0,0.5
2023,2,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,121700,0,3,-0.4575,-0.5,0.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,3,3,100000,100,1,-1.0,-1.0,-0.5,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,149076,0,3,0.2269000000000001,0.0,0.5,0.5
2023,2,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,2,3,149600,0,3,0.24,0.0,0.5,0.5
2023,2,3,102000,0,3,-0.95,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,121700,0,3,-0.4575,-0.5,0.0,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
